word_id,word,pos,phonetic,meaning_cn,primary_gloss,stage,year_band,gaokao_level,freq_rank,volume,volume_label,source_type,source_page,source_ref,confidence
sr-B1-0044,company,n.,"/""kVmp@ni/",公司；商行；陪伴,公司,senior,1,1,10044,B1,必修第一册,vocabulary,126,w,high
sr-B1-0045,compare … with/to …,,,与……比较,与……比较,senior,1,1,10045,B1,必修第一册,vocabulary,126,3,high
sr-B1-0046,concentrate,vt.,"/""kQnsntreIt/",集中（注意力）；聚精会神,集中（注意力）,senior,1,1,10046,B1,必修第一册,vocabulary,126,w,high
sr-B1-0047,concentrate on,,,集中精力于,集中精力于,senior,1,1,10047,B1,必修第一册,vocabulary,126,w,high
sr-B1-0048,confidence,n.,"/""kQnfId@ns/",信心；信任,信心,senior,1,1,10048,B1,必修第一册,vocabulary,126,w,high
sr-B1-0049,confused,adj.,"/k@n""fju:zd/",糊涂的；迷惑的,糊涂的,senior,1,1,10049,B1,必修第一册,vocabulary,126,1,high
sr-B1-0050,contact,vt.,,联络；联系；联系；接触,联络,senior,1,1,10050,B1,必修第一册,vocabulary,126,2,high
sr-B1-0051,content,n.,"/""kQntent/",内容；目录；（书、讲话；节目等的）主题,内容,senior,1,1,10051,B1,必修第一册,vocabulary,126,1,high
sr-B1-0052,context,n.,"/""kQntekst/",上下文；语境；背景,上下文,senior,1,1,10052,B1,必修第一册,vocabulary,126,4,high
sr-B1-0053,crash,vt.,,碰撞；撞击；撞车；碰撞,碰撞,senior,1,1,10053,B1,必修第一册,vocabulary,126,4,high
sr-B1-0054,credit,n.,"/""kredIt/",借款；信用；称赞；学分,借款,senior,1,1,10054,B1,必修第一册,vocabulary,126,2,high
sr-B1-0055,credit card,,,信用卡,信用卡,senior,1,1,10055,B1,必修第一册,vocabulary,126,2,high
sr-B1-0056,curious,adj.,"/""kjU@ri@s/",好奇的；求知欲强的,好奇的,senior,1,1,10056,B1,必修第一册,vocabulary,126,w,high
sr-B1-0057,cut … out,,,停止做（或使用、食用）；剪下,停止做（或使用、食用）,senior,1,1,10057,B1,必修第一册,vocabulary,126,3,high
sr-B1-0058,date back (to …),,,追溯到,追溯到,senior,1,1,10058,B1,必修第一册,vocabulary,126,5,high
sr-B1-0059,debate,n. vi.,"/dI""beIt/",辩论；争论,辩论,senior,1,1,10059,B1,必修第一册,vocabulary,126,1,high
sr-B1-0060,deliver,vi.,"/dI""lIv@(r)/",递送；传达；发表,递送,senior,1,1,10060,B1,必修第一册,vocabulary,126,4,high
sr-B1-0061,demand,n.,"/dI""mA:nd/",要求；需求；强烈要求；需要；查问,要求,senior,1,1,10061,B1,必修第一册,vocabulary,126,5,high
sr-B1-0062,description,n.,"/dI""skrIpSn/",描写（文字）；形容,描写（文字）,senior,1,1,10062,B1,必修第一册,vocabulary,126,5,high
sr-B1-0063,design,n.,"/dI""zaIn/",设计；设计方案；设计；筹划,设计,senior,1,1,10063,B1,必修第一册,vocabulary,126,w,high
sr-B1-0064,despite,prep.,"/dI""spaIt/",即使；尽管,即使,senior,1,1,10064,B1,必修第一册,vocabulary,126,5,high
sr-B1-0065,destination,n.,"/%destI""neISn/",目的地；终点,目的地,senior,1,1,10065,B1,必修第一册,vocabulary,126,2,high
sr-B1-0066,destroy,vt.,"/dI""strOI/",摧毁；毁灭,摧毁,senior,1,1,10066,B1,必修第一册,vocabulary,126,4,high
sr-B1-0067,detail,n.,"/""di:teIl/",细节；详情；细微之处,细节,senior,1,1,10067,B1,必修第一册,vocabulary,126,2,high
sr-B1-0068,diet,n.,"/""daI@t/",规定饮食；日常饮食；节食,规定饮食,senior,1,1,10068,B1,必修第一册,vocabulary,126,3,high
sr-B1-0069,disaster,n.,"/dI""zA:st@(r)/",灾难；灾害,灾难,senior,1,1,10069,B1,必修第一册,vocabulary,126,4,high
sr-B1-0070,drought,n.,/draUt/,旱灾；久旱,旱灾,senior,1,1,10070,B1,必修第一册,vocabulary,127,4,high
sr-B1-0071,dynasty,n.,"/""dIn@sti;NAmE""daI-/",王朝；朝代,王朝,senior,1,1,10071,B1,必修第一册,vocabulary,127,5,high
sr-B1-0072,editor,n.,"/""edIt@(r)/",主编；编辑；编者,主编,senior,1,1,10072,B1,必修第一册,vocabulary,127,1,high
sr-B1-0073,effect,n.,"/I""fekt/",影响；结果；效果,影响,senior,1,1,10073,B1,必修第一册,vocabulary,127,4,high
sr-B1-0074,emergency,n.,"/i""m3:dZ@nsi/",突发事件；紧急情况,突发事件,senior,1,1,10074,B1,必修第一册,vocabulary,127,4,high
sr-B1-0075,equal,n.,"/""i:kw@l/",同等的人；相等物；相同的；同样的,同等的人,senior,1,1,10075,B1,必修第一册,vocabulary,127,5,high
sr-B1-0076,error,n.,"/""er@(r)/",错误；差错,错误,senior,1,1,10076,B1,必修第一册,vocabulary,127,3,high
sr-B1-0077,erupt,,"/I""rVpt/",火山）爆发；（岩浆、烟等）喷出,火山）爆发,senior,1,1,10077,B1,必修第一册,vocabulary,127,4,high
sr-B1-0078,experiment,n.,"/Ik""sperIm@nt/",实验；试验,实验,senior,1,1,10078,B1,必修第一册,vocabulary,127,w,high
sr-B1-0079,explore,vi.,"/Ik""splO:(r)/",探索；勘探,探索,senior,1,1,10079,B1,必修第一册,vocabulary,127,w,high
sr-B1-0080,extra,adj.,"/""ekstr@/",额外的；附加的,额外的,senior,1,1,10080,B1,必修第一册,vocabulary,127,1,high
sr-B1-0081,extremely,adv.,"/Ik""stri:mli/",极其；非常,极其,senior,1,1,10081,B1,必修第一册,vocabulary,127,2,high
sr-B1-0082,failure,n.,"/""feIlj@(r)/",失败；失败的人（或事物）,失败,senior,1,1,10082,B1,必修第一册,vocabulary,127,3,high
sr-B1-0083,fall apart,,,破裂；破碎；崩溃,破裂,senior,1,1,10083,B1,必修第一册,vocabulary,127,3,high
sr-B1-0084,female,adj.,"/""fi:meIl/",女（性）的；雌的；雌性动（植）物；女子,女（性）的,senior,1,1,10084,B1,必修第一册,vocabulary,127,w,high
sr-B1-0085,male,adj. n.,/meIl/,男（性）的；雄的；雄性动（植）物；男子(；健康；健壮；适合,男（性）的,senior,1,1,10085,B1,必修第一册,vocabulary,127,3,high
sr-B1-0086,flash card,,,教学卡片；识字卡,教学卡片,senior,1,1,10086,B1,必修第一册,vocabulary,127,w,high
sr-B1-0087,flat,adj.,,平坦的；扁平的；公寓；单元房,平坦的,senior,1,1,10087,B1,必修第一册,vocabulary,127,2,high
sr-B1-0088,flight,n.,/flaIt/,空中航行；航班；航程,空中航行,senior,1,1,10088,B1,必修第一册,vocabulary,127,2,high
sr-B1-0089,flood,n.,/flVd/,洪水；大量；淹没；大量涌入；使灌满水；淹没,洪水,senior,1,1,10089,B1,必修第一册,vocabulary,127,4,high
sr-B1-0090,fluent,,"/""flu:@nt/",尤指外语）流利的；熟练的,尤指外语）流利的,senior,1,1,10090,B1,必修第一册,vocabulary,127,1,high
sr-B1-0091,focus,vt.,"/""f@Uk@s/",集中（精力、注意力等）；（使）调节焦距；中心；重点；焦点,集中（精力、注意力等）,senior,1,1,10091,B1,必修第一册,vocabulary,127,1,high
sr-B1-0092,focus on,,,集中；特别关注,集中,senior,1,1,10092,B1,必修第一册,vocabulary,127,1,high
sr-B1-0093,formal,adj.,"/""fO:ml/",正式的；正规的,正式的,senior,1,1,10093,B1,必修第一册,vocabulary,127,w,high
sr-B1-0094,look forward to,,,盼望；期待,盼望,senior,1,1,10094,B1,必修第一册,vocabulary,127,w,high
sr-B1-0095,frightened,adj.,"/""fraItnd/",惊吓的；害怕的,惊吓的,senior,1,1,10095,B1,必修第一册,vocabulary,127,w,high
sr-B1-0096,gas,n.,,气体；燃气；汽油,气体,senior,1,1,10096,B1,必修第一册,vocabulary,127,4,high
sr-B1-0097,generation,n.,"/%dZen@""reISn/",一代（人）,一代（人）,senior,1,1,10097,B1,必修第一册,vocabulary,127,1,high
sr-B1-0098,global,adj.,"/""gl@Ubl/",全球的；全世界的,全球的,senior,1,1,10098,B1,必修第一册,vocabulary,127,5,high
sr-B1-0099,greenhouse,n.,"/""gri:nhaUs/",温室；暖房,温室,senior,1,1,10099,B1,必修第一册,vocabulary,127,1,high
sr-B1-0100,gymnastics,n.,,体操（训练）,体操（训练）,senior,1,1,10100,B1,必修第一册,vocabulary,127,3,high
sr-B1-0101,hike,vi.,/haIk/,徒步旅行；去……远足；远足；徒步旅行,徒步旅行,senior,1,1,10101,B1,必修第一册,vocabulary,128,2,high
sr-B1-0102,honour,n.,"/""Qn@(r)/",荣誉；尊敬；荣幸,荣誉,senior,1,1,10102,B1,必修第一册,vocabulary,128,3,high
sr-B1-0103,hurricane,,"/""hVrIk@n/",尤指西大西洋的）飓风,尤指西大西洋的）飓风,senior,1,1,10103,B1,必修第一册,vocabulary,128,4,high
sr-B1-0104,impress,vt.,"/Im""pres/",使钦佩；给……留下深刻的好印象；留下印象；引人注目,使钦佩,senior,1,1,10104,B1,必修第一册,vocabulary,128,w,high
sr-B1-0105,impression,n.,"/Im""preSn/",印象；感想,印象,senior,1,1,10105,B1,必修第一册,vocabulary,128,w,high
sr-B1-0106,make an impression,,,留下好印象,留下好印象,senior,1,1,10106,B1,必修第一册,vocabulary,128,w,high
sr-B1-0107,in the open air,,,露天；在户外,露天,senior,1,1,10107,B1,必修第一册,vocabulary,128,4,high
sr-B1-0108,injury,n.,"/""IndZ@ri/",伤害；损伤,伤害,senior,1,1,10108,B1,必修第一册,vocabulary,128,3,high
sr-B1-0109,first aid kit,,,急救箱,急救箱,senior,1,1,10109,B1,必修第一册,vocabulary,128,4,high
sr-B1-0110,leave ... alone,,,不打扰；不惊动,不打扰,senior,1,1,10110,B1,必修第一册,vocabulary,128,w,high
sr-B1-0111,lecture,n.,"/""lektS@(r)/",讲座；讲课；教训；开）讲座；讲课；训斥,讲座,senior,1,1,10111,B1,必修第一册,vocabulary,128,w,high
sr-B1-0112,length,n.,/leNT/,长；长度,长,senior,1,1,10112,B1,必修第一册,vocabulary,128,4,high
sr-B1-0113,literature,n.,"/""lItr@tS@(r)/",文学；文学作品,文学,senior,1,1,10113,B1,必修第一册,vocabulary,128,1,high
sr-B1-0114,lose heart,,,丧失信心；泄气,丧失信心,senior,1,1,10114,B1,必修第一册,vocabulary,128,3,high
sr-B1-0115,major,adj.,"/""meIdZ@(r)/",主要的；重要的；大的；主修课程；主修学生；主修；专门研究,主要的,senior,1,1,10115,B1,必修第一册,vocabulary,128,5,high
sr-B1-0116,make it,,,获得成功；准时到达,获得成功,senior,1,1,10116,B1,必修第一册,vocabulary,128,3,high
sr-B1-0117,make sense,,,有道理；合乎情理；表述清楚,有道理,senior,1,1,10117,B1,必修第一册,vocabulary,128,3,high
sr-B1-0118,make up,,,构成；形成,构成,senior,1,1,10118,B1,必修第一册,vocabulary,128,2,high
sr-B1-0119,marathon,n.,,马拉松赛跑,马拉松赛跑,senior,1,1,10119,B1,必修第一册,vocabulary,128,3,high
sr-B1-0120,means,n.,/mi:nz/,方式；方法；途径,方式,senior,1,1,10120,B1,必修第一册,vocabulary,128,5,high
sr-B1-0121,medal,n.,"/""medl/",奖章；勋章,奖章,senior,1,1,10121,B1,必修第一册,vocabulary,128,3,high
sr-B1-0122,movement,n.,"/""mu:vm@nt/",动作；运动；活动,动作,senior,1,1,10122,B1,必修第一册,vocabulary,128,1,high
sr-B1-0123,nation,n.,"/""neISn/",国家；民族；国民,国家,senior,1,1,10123,B1,必修第一册,vocabulary,128,w,high
sr-B1-0124,nationality,n.,,国籍；民族,国籍,senior,1,1,10124,B1,必修第一册,vocabulary,128,w,high
sr-B1-0125,native,adj.,"/""neItIv/",出生地的；本地的；土著的；本地人,出生地的,senior,1,1,10125,B1,必修第一册,vocabulary,128,5,high
sr-B1-0126,"no matter where, who, what, etc.",,,不论……；不管……,不论……,senior,1,1,10126,B1,必修第一册,vocabulary,128,5,high
sr-B1-0127,now and then,,,有时；偶尔,有时,senior,1,1,10127,B1,必修第一册,vocabulary,128,3,high
sr-B1-0128,official,adj.,"/@""fISl/",官方的；正式的；公务的；官员；要员(,官方的,senior,1,1,10128,B1,必修第一册,vocabulary,128,,high
sr-B1-0129,on hand,,,现有（尤指帮助）,现有（尤指帮助）,senior,1,1,10129,B1,必修第一册,vocabulary,129,4,high
sr-B1-0130,organisation,n.,"/%O:g@naI""zeISn/",组织；团体；机构,组织,senior,1,1,10130,B1,必修第一册,vocabulary,129,w,high
sr-B1-0131,other than,,,除……以外,除……以外,senior,1,1,10131,B1,必修第一册,vocabulary,129,2,high
sr-B1-0132,package,n.,,包裹；包装盒；将……包装好,包裹,senior,1,1,10132,B1,必修第一册,vocabulary,129,2,high
sr-B1-0133,package tour,,,包价旅游,包价旅游,senior,1,1,10133,B1,必修第一册,vocabulary,129,2,high
sr-B1-0134,path,n.,/pA:T/,小路；路线；道路,小路,senior,1,1,10134,B1,必修第一册,vocabulary,129,2,high
sr-B1-0135,personality,n.,,性格；个性,性格,senior,1,1,10135,B1,必修第一册,vocabulary,129,w,high
sr-B1-0136,petrol,,"/""petr@l/",汽油,汽油,senior,1,1,10136,B1,必修第一册,vocabulary,129,5,high
sr-B1-0137,pipe,n.,/paIp/,管子；管道,管子,senior,1,1,10137,B1,必修第一册,vocabulary,129,4,high
sr-B1-0138,point of view,,,观点；看法,观点,senior,1,1,10138,B1,必修第一册,vocabulary,129,5,high
sr-B1-0139,positive,adj.,"/""pQz@tIv/",积极的；正面的；乐观的；肯定的,积极的,senior,1,1,10139,B1,必修第一册,vocabulary,129,3,high
sr-B1-0140,prefer … to …,,,喜欢……多于……,喜欢……多于……,senior,1,1,10140,B1,必修第一册,vocabulary,129,1,high
sr-B1-0141,pretend,vt.,"/prI""tend/",假装；装扮,假装,senior,1,1,10141,B1,必修第一册,vocabulary,129,3,high
sr-B1-0142,pretend to do sth,,,假装做某事,假装做某事,senior,1,1,10142,B1,必修第一册,vocabulary,129,3,high
sr-B1-0143,rather than,,,而不是,而不是,senior,1,1,10143,B1,必修第一册,vocabulary,129,3,high
sr-B1-0144,recognise,vt.,"/""rek@gnaIz/",辨别出；承认；认可,辨别出,senior,1,1,10144,B1,必修第一册,vocabulary,129,2,high
sr-B1-0145,recommend,vt.,"/%rek@""mend/",建议；推荐；介绍,建议,senior,1,1,10145,B1,必修第一册,vocabulary,129,1,high
sr-B1-0146,refer,vi.,"/rI""f3:(r)/",提到；参考；查阅；查询；叫……求助于,提到,senior,1,1,10146,B1,必修第一册,vocabulary,129,5,high
sr-B1-0147,refer to,,,指的是；描述；提到；查阅,指的是,senior,1,1,10147,B1,必修第一册,vocabulary,129,5,high
sr-B1-0148,reference,n.,"/""refr@ns/",指称关系；参考,指称关系,senior,1,1,10148,B1,必修第一册,vocabulary,129,5,high
sr-B1-0149,register,vi.,"/""redZIst@(r)/",登记；注册,登记,senior,1,1,10149,B1,必修第一册,vocabulary,129,w,high
sr-B1-0150,relate,vt.,"/rI""leIt/",联系；讲述,联系,senior,1,1,10150,B1,必修第一册,vocabulary,129,5,high
sr-B1-0151,relate to,,,与……相关；涉及；谈到,与……相关,senior,1,1,10151,B1,必修第一册,vocabulary,129,5,high
sr-B1-0152,rent,vt.,/rent/,租用；出租；租用；租金为；租金,租用,senior,1,1,10152,B1,必修第一册,vocabulary,129,2,high
sr-B1-0153,rescue,vt.,"/""reskju:/",营救；救援,营救,senior,1,1,10153,B1,必修第一册,vocabulary,129,4,high
sr-B1-0154,responsibility,n.,"/rI%spQns@""bIl@ti/",责任；义务,责任,senior,1,1,10154,B1,必修第一册,vocabulary,129,1,high
sr-B1-0155,be responsible for,,,对……负责,对……负责,senior,1,1,10155,B1,必修第一册,vocabulary,129,1,high
sr-B1-0156,revise,vi.,"/rI""vaIz/",修改；修订；复习,修改,senior,1,1,10156,B1,必修第一册,vocabulary,129,w,high
sr-B1-0157,ruin,vt.,"/""ru:In/",破坏；毁坏,破坏,senior,1,1,10157,B1,必修第一册,vocabulary,129,4,high
sr-B1-0158,in ruins,,,严重受损；破败不堪,严重受损,senior,1,1,10158,B1,必修第一册,vocabulary,129,4,high
sr-B1-0159,senior high school,,,美国）高中,美国）高中,senior,1,1,10159,B1,必修第一册,vocabulary,129,w,high
sr-B1-0160,set an example,,,树立榜样,树立榜样,senior,1,1,10160,B1,必修第一册,vocabulary,129,3,high
sr-B1-0161,sex,n.,/seks/,性别,性别,senior,1,1,10161,B1,必修第一册,vocabulary,130,w,high
sr-B1-0162,shelter,n.,"/""Selt@(r)/",避难处；居所；庇护；供应（量）；补给；补给品；供应；供给,避难处,senior,1,1,10162,B1,必修第一册,vocabulary,130,4,high
sr-B1-0163,survive,vi.,"/s@""vaIv/",生存；存活；幸存；艰难度过,生存,senior,1,1,10163,B1,必修第一册,vocabulary,130,4,high
sr-B1-0164,sweat,vt.,/swet/,使出汗；出汗弄湿；出汗；流汗；保护；掩蔽；躲避（风雨或危险）,使出汗,senior,1,1,10164,B1,必修第一册,vocabulary,130,4,high
sr-B1-0165,shock,n.,/SQk/,震惊；令人震惊的事；休克；使）震惊,震惊,senior,1,1,10165,B1,必修第一册,vocabulary,130,4,high
sr-B1-0166,sweep away,,,消灭；彻底消除,消灭,senior,1,1,10166,B1,必修第一册,vocabulary,130,4,high
sr-B1-0167,system,n.,"/""sIst@m/",体系；制度；系统,体系,senior,1,1,10167,B1,必修第一册,vocabulary,130,5,high
sr-B1-0168,in shock,,,震惊；吃惊,震惊,senior,1,1,10168,B1,必修第一册,vocabulary,130,4,high
sr-B1-0169,sight,n.,/saIt/,景象；视野；视力,景象,senior,1,1,10169,B1,必修第一册,vocabulary,130,2,high
sr-B1-0170,sign up (for sth),,,报名（参加课程）,报名（参加课程）,senior,1,1,10170,B1,必修第一册,vocabulary,130,1,high
sr-B1-0171,site,n.,/saIt/,地点；位置；现场,地点,senior,1,1,10171,B1,必修第一册,vocabulary,130,2,high
sr-B1-0172,ski,adj.,/ski:/,滑雪的；滑雪,滑雪的,senior,1,1,10172,B1,必修第一册,vocabulary,130,3,high
sr-B1-0173,slide,,/slaId/,使）；滑行；滑动,使）,senior,1,1,10173,B1,必修第一册,vocabulary,130,4,high
sr-B1-0174,slim,adj.,/slIm/,苗条的；单薄的,苗条的,senior,1,1,10174,B1,必修第一册,vocabulary,130,3,high
sr-B1-0175,soldier,n.,"/""s@UldZ@(r)/",士兵；军人,士兵,senior,1,1,10175,B1,必修第一册,vocabulary,130,2,high
sr-B1-0176,solution,n.,"/s@""lu:Sn/",解决办法；答案,解决办法,senior,1,1,10176,B1,必修第一册,vocabulary,130,1,high
sr-B1-0177,source,n.,/sO:s/,来源；出处,来源,senior,1,1,10177,B1,必修第一册,vocabulary,130,2,high
sr-B1-0178,take notes,,,记笔记,记笔记,senior,1,1,10178,B1,必修第一册,vocabulary,130,w,high
sr-B1-0179,specific,adj.,"/sp@""sIfIk/",特定的；明确的；具体的,特定的,senior,1,1,10179,B1,必修第一册,vocabulary,130,5,high
sr-B1-0180,stadium,,"/""steIdi@m/",安第斯山脉,安第斯山脉,senior,1,1,10180,B1,必修第一册,vocabulary,130,2,high
sr-B1-0181,statue,n.,,雕塑；雕像,雕塑,senior,1,1,10181,B1,必修第一册,vocabulary,130,2,high
sr-B1-0182,strategy,n.,,策略；策划,策略,senior,1,1,10182,B1,必修第一册,vocabulary,130,w,high
sr-B1-0183,strength,n.,/streNT/,力量；体力,力量,senior,1,1,10183,B1,必修第一册,vocabulary,130,3,high
sr-B1-0184,title,,"/""taItl/",书、诗歌等的）名称；标题；职称；头衔,书、诗歌等的）名称,senior,1,1,10184,B1,必修第一册,vocabulary,130,1,high
sr-B1-0185,topic,n.,"/""tQpIk/",话题；标题,话题,senior,1,1,10185,B1,必修第一册,vocabulary,130,1,high
sr-B1-0186,strike,,/straIk/,侵袭；突击；击打；罢工；罢课；袭击,侵袭,senior,1,1,10186,B1,必修第一册,vocabulary,130,4,high
sr-B1-0187,track,n. vi.,,跑道；足迹；铁路轨道；斗争；奋斗；搏斗,跑道,senior,1,1,10187,B1,必修第一册,vocabulary,130,5,high
sr-B1-0188,suffer,vt. vi.,"/""sVf@/",遭受；蒙受；追踪；跟踪,遭受,senior,1,1,10188,B1,必修第一册,vocabulary,130,3,high
sr-B1-0189,track and field,,,田径,田径,senior,1,1,10189,B1,必修第一册,vocabulary,130,3,high
sr-B1-0190,transport,adj.,,因疾病、痛苦、悲伤等）受苦(；交通运输系统；合适的；适用的,因疾病、痛苦、悲伤等）受苦(,senior,1,1,10190,B1,必修第一册,vocabulary,130,1,high
sr-B1-0191,suitable for,vt.,,对……适合的(；运输；运送,对……适合的(,senior,1,1,10191,B1,必修第一册,vocabulary,130,2,high
sr-B1-0192,trap,vt.,,使落入险境；使陷入圈套；险境；陷阱,使落入险境,senior,1,1,10192,B1,必修第一册,vocabulary,130,4,high
sr-B1-0193,summary,n.,"/""sVm@ri/",总结；概括；概要(,总结,senior,1,1,10193,B1,必修第一册,vocabulary,130,,high
sr-B1-0194,typhoon,n.,"/taI""fu:n/",台风,台风,senior,1,1,10194,B1,必修第一册,vocabulary,131,4,high
sr-B1-0195,unique,adj.,"/ju""ni:k/",唯一的；独特的；特有的,唯一的,senior,1,1,10195,B1,必修第一册,vocabulary,131,2,high
sr-B1-0196,ups and downs,,,浮沉；兴衰；荣辱,浮沉,senior,1,1,10196,B1,必修第一册,vocabulary,131,5,high
sr-B1-0197,view,n.,/vju:/,视野；景色；看法,视野,senior,1,1,10197,B1,必修第一册,vocabulary,131,2,high
sr-B1-0198,wisdom,n.,"/""wIzd@m/",智慧；才智,智慧,senior,1,1,10198,B1,必修第一册,vocabulary,131,4,high
sr-B1-0199,what if,,,要是……会怎么样呢,要是……会怎么样呢,senior,1,1,10199,B1,必修第一册,vocabulary,131,w,high
