headword,pos,freq_rank
indicate,v.,785
character,n.,786
wonder,n./v.,790
election,n.,801
lay,v./n./adj.,803
general,n./adj.,804
standard,n./adj.,806
analysis,n.,811
benefit,n./v.,812
section,n./v.,818
financial,adj.,827
compare,v./n.,831
authority,n.,832
design,n./v.,834
sort,n./v.,835
strategy,n.,844
truth,n.,850
check,n./v.,854
various,adj.,859
executive,n./adj.,863
hang,n./v.,867
claim,n./v.,874
remove,v./n.,876
legal,adj.,883
religious,adj./n.,884
final,n./adj.,887
memory,n.,891
cell,n.,895
trial,n./adj.,898
spring,n./adj./v.,901
firm,n./adj./v./adv.,902
democrat,n.,903
avoid,v.,908
imagine,v.,909
finish,n./v.,916
impact,n./v.,919
respond,v.,920
maintain,v.,922
charge,n./v.,923
popular,adj.,924
reveal,v./n.,927
weapon,n./v.,929
employee,n.,930
contain,v.,931
apply,v.,938
shake,n./v.,942
politics,n.,951
perform,v.,953
candidate,n.,957
treat,n./v.,960
trip,n./v.,962
affect,v./n.,963
conference,n.,965
mention,n./v.,971
range,n./v.,972
edge,n./v.,977
specific,n./adj.,979
trouble,n./v.,981
challenge,n./v.,984
institution,n.,987
bar,n./v.,991
property,n.,993
soldier,n./v.,1003
tough,n./adj.,1012
surface,n./adj./v.,1015
exist,v.,1016
agent,n.,1020
commercial,adj./n.,1027
address,n./v.,1028
coach,n./v.,1033
means,n.,1033
beat,n./v./adj.,1036
violence,n.,1037
notice,n./v.,1044
positive,adj.,1049
civil,adj.,1050
kitchen,n.,1051
consumer,n.,1052
shot,n./v./adj.,1053
budget,n./v./adj.,1054
painting,n.,1056
mouth,n./v.,1060
threat,n.,1066
responsibility,n.,1067
attorney,n.,1069
score,n./v.,1070
account,n./v.,1071
audience,n.,1074
vote,n./v.,1078
debate,n./v.,1082
prevent,v.,1083
majority,n.,1085
admit,v.,1089
assume,v.,1091
professional,n./adj.,1094
mission,n./v.,1095
alone,adj./adv.,1097
customer,n.,1098
suffer,v.,1099
successful,adj.,1101
option,n.,1102
participant,n./adj.,1103
eventually,adv.,1106
global,adj.,1110
reform,n./v.,1112
access,n./v.,1113
release,n./v.,1120
opinion,n.,1124
credit,n./v.,1125
critical,adj.,1126
concerned,adj.,1128
recall,n./v.,1129
version,n.,1130
stare,v./n.,1131
effective,adj./n.,1133
original,adj./n.,1135
troop,n./v.,1137
species,n.,1141
immediately,adv.,1142
track,n./v.,1143
basic,n./adj.,1144
strike,n./v.,1145
absolutely,adv.,1149
achieve,v.,1152
refer,v.,1156
concept,n.,1158
perfect,n./adj./v.,1160
therefore,adv.,1161
conduct,n./v.,1162
announce,v.,1163
conversation,n.,1164
touch,n./v.,1166
attend,v.,1168
variety,n.,1171
involved,adj.,1174
investigation,n.,1175
nuclear,adj.,1176
conflict,n./v.,1179
spirit,n./v.,1180
replace,v.,1182
encourage,v.,1184
camp,n./v.,1188
brain,n./v.,1189
battle,n./v.,1199
date,n./v.,1201
generally,adv.,1202
complete,adj./v.,1207
stick,n./v.,1209
element,n.,1214
status,n.,1215
vision,n./v.,1216
normal,n./adj.,1217
solution,n.,1221
scale,n./v.,1223
attempt,n./v.,1227
spot,n./adj./v.,1228
distance,n.,1235
handle,n./v.,1238
survey,n./v.,1241
refuse,v./n./adj.,1247
roll,n./v.,1249
communication,n.,1250
screen,n./v.,1252
resident,n./adj.,1254
hide,n./v.,1255
potential,n./adj.,1260
presence,n.,1264
independent,n./adj.,1265
district,n.,1266
contract,n./v.,1269
crowd,n./v.,1270
strength,n.,1275
previous,adj.,1276
band,n./v.,1277
target,n./v.,1281
prison,n./v.,1282
vehicle,n.,1293
observe,v.,1294
facility,n.,1297
average,n./adj./v.,1299
emerge,v.,1300
leadership,n.,1304
pound,n./v.,1306
operate,v.,1309
sample,n./v.,1311
contribute,v.,1312
tiny,adj.,1313
block,n./v.,1314
protection,n.,1315
feed,n./v.,1317
additional,adj.,1319
identity,n.,1322
title,n./v.,1323
mostly,adv.,1324
faith,n.,1326
promote,v.,1328
unless,conj./prep.,1332
path,n.,1336
folk,n./adj.,1339
survive,v.,1342
lift,n./v.,1343
border,n./v.,1344
competition,n.,1345
fit,n./adj./v.,1349
equipment,n.,1352
associate,n./v.,1354
critic,n.,1355
aspect,n.,1357
insist,v.,1359
annual,n./adj.,1361
comment,n./v.,1363
affair,n.,1364
responsible,adj.,1365
procedure,n.,1369
regular,adj./n./adv.,1370
ignore,v.,1375
belief,n.,1378
demonstrate,v.,1379
religion,n.,1383
review,n./v.,1384
engage,v.,1387
document,n./v.,1389
cross,n./adj./v.,1391
commit,v.,1394
threaten,v.,1395
quarter,n./v.,1401
background,n.,1402
deny,v.,1406
slightly,adv.,1408
suit,n./v.,1411
perspective,n./adj.,1412
blow,n./v.,1414
construction,n.,1415
intelligence,n.,1417
connection,n.,1421
neighbor,n./v./adj.,1424
context,n.,1427
committee,n.,1428
location,n.,1433
promise,n./v.,1438
aware,adj.,1439
active,adj./n.,1444
extend,v.,1445
chief,n./adj.,1446
combine,v./n.,1448
below,prep./adv.,1450
voter,n.,1452
dangerous,adj.,1457
remind,v.,1458
moral,n./adj.,1459
category,n.,1461
victory,n.,1463
academic,adj./n.,1465
negative,n./adj.,1470
medicine,n./v.,1473
grab,n./v.,1477
direct,adj./v./adv.,1478
contact,n./v.,1480
justice,n.,1481
photograph,n./v.,1481
participate,v.,1482
fair,n./adj./adv./v.,1484
tape,n./v.,1490
appropriate,adj.,1493
search,n./v.,1500
democracy,n.,1502
primary,n./adj.,1504
circle,n./v.,1506
device,n.,1507
progress,n./v.,1508
exchange,n./v.,1513
clean,adj./adv./v./n.,1514
studio,n.,1515
colleague,n.,1518
application,n.,1519
lean,n./adj./v.,1520
neck,n./v.,1521
plastic,n./adj.,1523
plate,n./v.,1525
theater,n.,1535
abuse,n./v.,1540
shut,n./v.,1541
map,n./v.,1542
session,n.,1544
domestic,adj.,1547
desire,n./v.,1551
assessment,n.,1552
injury,n.,1553
respect,n./v.,1554
nod,n./v.,1557
fuel,n./v.,1558
instruction,n.,1563
expand,v.,1572
ticket,n./v.,1576
lip,n./v./adj.,1582
urban,adj.,1583
mental,adj./n.,1584
sugar,n./v.,1591
planet,n.,1592
explore,v.,1594
obtain,v.,1595
complex,n./adj.,1598
athlete,n.,1600
repeat,n./v.,1602
soul,n./adj.,1604
panel,n./v.,1607
instrument,n.,1611
predict,v.,1613
weather,n./adj./v.,1614
commitment,n.,1616
emotional,adj.,1617
supreme,n./adj.,1618
bear,n./v.,1619
thin,adj./v./adv./n.,1621
temperature,n.,1622
poll,n./v./adj.,1623
proposal,n.,1625
consequence,n.,1626
breath,n.,1628
sight,n./v./adj.,1629
balance,n./v.,1631
adopt,v.,1632
minority,n./adj.,1633
straight,n./adj./adv.,1634
connect,v.,1636
belong,v.,1639
advice,n.,1641
empty,adj./n./v.,1644
regional,adj.,1645
trail,n./v.,1646
novel,n./adj.,1647
jury,n./adj.,1650
acknowledge,v.,1654
theme,n.,1655
storm,n./v.,1656
union,n.,1658
prime,n./adj./v.,1667
struggle,n./v.,1669
conclude,v.,1670
regulation,n.,1675
ring,n./v.,1678
largely,adv.,1679
shift,n./v.,1680
revenue,n.,1681
locate,v.,1682
package,n./v./adj.,1685
recommend,v.,1688
obvious,adj.,1689
generate,v.,1692
propose,v.,1694
trend,n./v.,1697
loan,n./v.,1699
currently,adv.,1700
profit,n./v.,1704
crew,n.,1706
accident,n.,1707
traffic,n./v.,1712
notion,n.,1714
capture,n./v.,1715
chest,n.,1717
unique,adj.,1726
internal,adj.,1728
ethnic,adj.,1729
stress,n./v.,1731
content,n./adj./v.,1732
select,adj./v./n.,1733
declare,v.,1736
appreciate,v.,1738
actual,adj.,1739
hardly,adv.,1741
setting,n.,1742
launch,n./v.,1743
file,n./v.,1745
sick,n./adj./v.,1746
outcome,n.,1747
defend,v.,1750
sheet,n./v./adj.,1753
catholic,n./adj.,1757
extent,n.,1758
component,n./adj.,1760
contrast,n./v.,1762
zone,n./v.,1763
brown,n./adj./v.,1769
pilot,n./v./adj.,1772
warn,v.,1773
capacity,n.,1777
estate,n.,1778
circumstance,n.,1780
steal,v.,1784
pursue,v.,1785
slip,n./v./adj.,1786
percentage,n.,1787
surgery,n.,1793
correct,adj./v.,1794
due,n./adj.,1796
blame,n./v.,1797
estimate,n./v.,1798
investigate,v.,1802
crazy,adj.,1803
combination,n.,1808
governor,n.,1811
relief,n.,1812
silence,n./v./int.,1820
motion,n./v.,1822
solve,v.,1825
landscape,n./v.,1827
bowl,n./v.,1829
equal,n./adj./v.,1830
frame,n./v.,1833
forth,adv.,1834
typical,adj.,1835
eliminate,v.,1838
hall,n.,1839
row,n./v.,1843
afford,v.,1846
regime,n.,1848
division,n.,1849
confirm,v.,1851
appeal,n./v.,1852
smart,adj./n./v.,1856
rely,v.,1857
association,n.,1859
complain,v.,1859
topic,n.,1860
variable,n./adj.,1862
perception,n.,1866
attract,v.,1867
secret,n./adj.,1868
confidence,n.,1870
debt,n.,1871
rare,adj./adv.,1872
tank,n./v.,1874
nurse,n./v.,1875
opposition,n.,1876
coverage,n.,1877
bond,n./v.,1880
pleasure,n./v.,1882
era,n.,1884
requirement,n.,1885
somewhat,n./adv.,1897
stir,n./v.,1899
tear,n./v.,1905
doubt,n./v.,1906
seriously,adv.,1908
industrial,adj./n.,1913
stretch,n./adj./v.,1915
volume,n./v./adj.,1917
fashion,n./v.,1922
intervention,n.,1926
copy,n./v.,1927
tip,n./v.,1928
aim,n./v.,1931
cite,v.,1932
welfare,n./adj.,1933
vegetable,n./adj.,1934
overall,adj./adv./n.,1941
divide,v./n.,1942
initial,n./adj./v.,1943
terrible,adj.,1944
oppose,v.,1945
contemporary,n./adj.,1947
multiple,n./adj.,1948
essential,n./adj.,1949
league,n./v.,1951
careful,adj.,1952
rush,n./v./adj.,1956
employ,n./v.,1962
vast,adj.,1965
household,n./adj.,1967
resolution,n.,1968
witness,n./v.,1970
match,n./v.,1972
barely,adv.,1973
sector,n./v.,1974
emphasize,v.,1975
representative,n./adj.,1976
beneath,prep./adv.,1977
incident,n./adj.,1980
faculty,n.,1985
mass,n./adj./v.,1989
definitely,adv.,1991
liberal,n./adj.,1993
enormous,adj.,1994
massive,adj.,1996
decline,n./v.,2000
cable,n./v.,2003
expose,v.,2005
rural,adj.,2006
narrow,n./adj./v.,2007
unfortunately,adv.,2016
legislation,n.,2017
succeed,v.,2018
celebrate,v.,2019
achievement,n.,2021
accuse,v.,2024
reject,n./v.,2029
talent,n.,2030
taste,n./v.,2031
characteristic,n./adj.,2032
escape,n./v.,2034
cast,n./v.,2035
sentence,n./v.,2036
convince,v.,2039
height,n.,2040
physician,n.,2041
assess,v.,2042
virtually,adv.,2046
sharp,n./adj./adv.,2049
approve,v.,2053
honor,n./v.,2057
proper,adj./adv.,2058
campus,n.,2059
acquire,v.,2063
technical,adj.,2064
compete,v.,2065
immigrant,n./adj.,2069
alternative,n./adj.,2073
interaction,n.,2075
personality,n.,2076
curriculum,n.,2077
assistance,n.,2081
regard,n./v.,2084
wrap,n./v.,2090
display,n./v.,2092
asset,n.,2094
depression,n.,2095
spiritual,adj./n.,2096
journalist,n.,2099
suspect,n./adj./v.,2100
scholar,n.,2101
climate,n.,2103
observation,n.,2105
payment,n.,2106
proceeding,n.,2107
permit,n./v.,2109
definition,n.,2110
priority,n.,2112
graduate,n./adj./v.,2115
request,n./v.,2116
emotion,n.,2117
dramatic,adj.,2119
universe,n.,2120
gap,n./v.,2121
excellent,adj.,2123
drag,n./v.,2127
agenda,n.,2130
recover,v.,2131
selection,n.,2133
roof,n./v.,2135
diet,n./v.,2139
arrest,n./v.,2140
funding,,2141
therapy,n.,2142
schedule,n./v.,2144
brief,n./adj./v.,2146
post,n./v./adv.,2148
purchase,n./v.,2149
remaining,,2155
visual,adj.,2156
fairly,adv.,2157
violent,adj.,2158
chip,n./v.,2159
suppose,v.,2161
perceive,v.,2165
layer,n./v.,2168
slide,n./v.,2174
wedding,n.,2176
portion,n./v.,2178
territory,n.,2179
immediate,adj.,2180
opponent,n./adj.,2181
abandon,v./n.,2182
transform,v.,2185
tension,n./v.,2186
leading,n./adj.,2188
consist,v.,2190
enable,v.,2192
bend,v./n.,2194
desert,n./adj./v.,2196
error,n.,2198
preserve,v./n.,2209
passage,n./v.,2210
formal,adj./n.,2211
transition,n.,2212
arrange,v.,2216
atmosphere,n.,2217
opposite,adj./prep./n.,2222
deserve,v.,2224
consistent,adj.,2225
resistance,n.,2226
exposure,n.,2229
pose,n./v.,2230
sale,n.,2234
pot,n./v.,2235
mine,n./v./pron.,2236
grand,adj.,2237
tale,n.,2239
coalition,n.,2241
resolve,v./n.,2242
phase,n./v.,2244
coat,n./v.,2247
symptom,n.,2249
philosophy,n.,2252
negotiation,n.,2259
urge,n./v.,2261
occasion,n./v.,2262
breathe,v.,2264
reduction,n.,2270
rarely,adv.,2271
pack,n./v.,2273
numerous,adj.,2275
discipline,n./v.,2278
practical,adj.,2281
passion,n.,2283
volunteer,n./adj./v.,2284
implement,n./v.,2285
amazing,adj.,2294
intense,adj.,2295
advance,n./v./adj.,2296
employer,n.,2297
shock,n./v./adj.,2298
inspire,v.,2299
adjust,v.,2300
retire,n./v.,2301
cap,n./v.,2306
congressional,adj.,2309
juice,n./v.,2310
dominate,v.,2312
transfer,n./v.,2315
analyze,v.,2316
attach,v.,2320
disaster,n.,2321
prospect,n./v.,2323
complaint,n.,2325
championship,n.,2326
fundamental,n./adj.,2328
severe,adj.,2330
enhance,v.,2331
mystery,n.,2332
poverty,n.,2333
impose,v.,2334
entry,n.,2338
evaluate,v.,2339
symbol,n.,2340
mood,n.,2344
accomplish,v.,2345
emphasis,n.,2346
illustrate,v.,2348
monitor,n./v.,2349
entertainment,n.,2350
bean,n.,2352
commander,n.,2355
arrangement,n.,2357
peak,n./adj./v.,2364
approximately,adv.,2365
vary,v.,2371
distribution,n.,2373
commission,n./v.,2379
interpretation,n.,2380
constant,n./adj.,2386
clinic,n.,2388
veteran,n./adj.,2389
smell,n./v.,2390
capable,adj.,2392
nervous,adj.,2393
crucial,adj.,2397
tomato,n.,2400
exception,n.,2401
butter,n./v.,2402
deficit,n.,2403
objective,n./adj.,2406
ally,n./v.,2408
reputation,n.,2411
tower,n./v.,2412
smoke,n./v.,2414
confront,v.,2415
pure,adj.,2416
dimension,n./v.,2420
smooth,adj./v./n.,2422
peer,n./v.,2424
personnel,n.,2425
belt,n.,2430
immigration,n.,2431
implication,n.,2434
accompany,v.,2438
silver,n./adj./v.,2439
recognition,n.,2441
retirement,n.,2442
flag,n./v.,2444
corn,n./v.,2448
inner,adj./n.,2449
swing,n./v./adj.,2453
publication,n.,2459
permanent,adj./n.,2464
phenomenon,n.,2466
anxiety,n.,2467
literally,adv.,2469
resist,v./n.,2470
convention,n.,2472
embrace,n./v.,2473
assist,n./v.,2475
exhibition,n.,2476
construct,v./n.,2477
consultant,n.,2480
administrator,n.,2484
occasionally,adv.,2485
consideration,n.,2487
secure,adj./v.,2489
bind,v.,2496
constantly,adv.,2498
enterprise,n.,2499
stomach,n./v.,2503
install,v.,2505
sensitive,adj.,2506
recipe,n.,2509
elementary,adj.,2511
aggressive,adj.,2514
concert,n./v.,2515
intention,n.,2517
channel,n./v.,2518
tube,n./v.,2520
drawing,n.,2521
protein,n./adj.,2523
absence,n.,2524
diversity,n.,2531
pace,n./v.,2533
giant,n./adj.,2539
negotiate,v.,2541
restore,v.,2543
substantial,n./adj.,2544
origin,n.,2547
approval,n.,2549
advise,v.,2552
conventional,adj.,2554
shell,n./v.,2560
deputy,n.,2568
flat,adj./adv./n./v.,2569
assure,v.,2571
dealer,n.,2575
via,prep.,2576
utility,n./adj.,2578
arise,v.,2581
clinical,adj.,2584
routine,n./adj.,2585
wage,n./v.,2586
normally,adv.,2588
phrase,n./v.,2589
ingredient,n.,2590
stake,n./v.,2591
fiber,n.,2594
snap,v./n./adj./adv.,2597
incorporate,adj./v.,2600
ultimate,n./adj.,2601
switch,n./v.,2604
assumption,n.,2606
gear,n./v.,2607
barrier,n.,2609
assign,v.,2611
provision,n./v.,2612
label,n./v.,2619
vacation,n.,2622
advocate,n./v.,2623
draft,n./v.,2624
extraordinary,adj.,2625
heaven,n.,2626
rough,n./adj./v./adv.,2627
yell,v./n.,2628
pregnant,adj.,2629
distant,adj.,2630
drama,n.,2631
satellite,n.,2632
sweep,n./v.,2639
ceiling,n.,2641
universal,adj./n.,2642
spin,n./v.,2644
rank,n./adj./v.,2647
clothing,n.,2650
yield,n./v.,2652
portrait,n.,2655
survival,n./adj.,2656
roughly,adv.,2657
bunch,n.,2658
lawsuit,n.,2660
testimony,n.,2661
burden,n./v.,2665
react,v.,2666
chamber,n./v./adj.,2667
cooperation,n.,2668
furniture,n.,2669
ceremony,n.,2670
string,n./v.,2671
communicate,v.,2672
profile,n./v.,2676
mechanism,n.,2677
penalty,n.,2680
resort,n./v.,2684
destruction,n.,2685
unlikely,adj.,2687
tissue,n.,2688
constitutional,adj.,2689
infection,n.,2692
cabinet,n./adj.,2693
proceed,v.,2697
literary,adj.,2700
virus,n.,2701
fortune,n.,2703
dispute,n./v.,2705
assistant,n./adj.,2706
overcome,v.,2707
remarkable,adj.,2708
statistics,n.,2709
occupy,v.,2710
encounter,n./v.,2712
initially,adv.,2715
genetic,adj.,2721
retain,v.,2724
latter,adj.,2725
incentive,n./adj.,2726
ken,n.,2727
slave,n./v.,2727
accurate,adj.,2728
whereas,conj.,2731
terror,n.,2732
expansion,n.,2734
elite,n.,2735
odd,adj./n.,2738
tight,adj./adv.,2741
chart,n./v.,2743
solar,adj.,2744
square,n./adj./adv./v.,2747
complicated,adj.,2750
revolution,n.,2753
strip,n./v.,2754
interpret,v.,2755
reflection,n.,2757
champion,n./v./adj.,2758
telescope,n./v.,2759
tournament,n.,2761
fiction,n.,2762
detect,v.,2763
recommendation,n.,2765
tremendous,adj.,2768
senator,n.,2769
guarantee,n./v.,2774
innocent,adj./n.,2775
boundary,n.,2776
remote,adj.,2778
satisfaction,n.,2779
journal,n.,2780
raw,n./adj./v.,2783
awareness,n.,2784
withdraw,v.,2786
deck,n./v.,2788
testify,v.,2790
mode,n.,2793
dialogue,n./v.,2794
imply,v.,2796
advanced,adj.,2797
mutual,adj.,2799
founder,n./v.,2800
pride,n./v.,2801
dismiss,v.,2802
aircraft,n.,2803
platform,n.,2806
finance,n./v.,2808
sink,n./v.,2809
attractive,adj.,2811
diverse,adj.,2813
relevant,adj.,2814
ideal,n./adj.,2815
conservation,n.,2820
evolve,v.,2821
justify,v.,2834
protest,n./v.,2835
crash,n./v./adj.,2837
craft,n./v.,2839
insight,n.,2840
possess,v.,2842
tap,n./v.,2843
extensive,adj.,2845
episode,n.,2846
fault,n./v.,2849
tire,n./v.,2850
loose,n./adj./v./adv.,2851
originally,adv.,2854
considerable,adj.,2855
prior,adj./n.,2856
intellectual,n./adj.,2857
characterize,v.,2859
assault,n./v.,2860
relax,v.,2861
adventure,n./v.,2862
external,n./adj.,2864
proof,n./adj./v.,2865
confident,adj.,2866
headquarters,n.,2867
violation,n.,2870
tongue,n./v.,2871
shelter,n./v.,2874
rub,n./v.,2875
controversy,n.,2876
entrance,n./v.,2877
defensive,adj./n.,2881
fade,v./n./adj.,2882
tragedy,n.,2883
net,n./adj./v.,2884
profession,n.,2886
constitute,v.,2887
alter,v.,2889
squeeze,n./v.,2891
mask,n./v.,2893
convert,n./v.,2895
comprehensive,adj.,2896
prominent,adj.,2897
regardless,adj.,2899
load,n./v.,2901
stable,n./adj./v.,2903
pretend,v.,2905
representation,n.,2908
violate,v.,2909
split,n./adj./v.,2910
pollution,n.,2913
steady,adj./v.,2914
emission,n.,2915
vital,adj.,2916
oven,n.,2920
distinction,n.,2921
segment,n./v.,2922
poet,n.,2923
mere,n./adj.,2925
exciting,adj.,2926
variation,n.,2927
radical,n./adj.,2929
adapt,v.,2933
pale,n./adj./v.,2935
significance,n.,2937
vessel,n.,2940
storage,n.,2941
flee,v.,2942
leather,n./v./adj.,2943
distribute,v.,2944
evolution,n.,2946
shelf,n.,2947
tribe,n.,2948
entitled,adj.,2950
lawn,n.,2951
vulnerable,adj.,2955
capability,n.,2958
celebrity,n.,2960
stability,n.,2962
fantasy,n.,2964
plot,n./v.,2967
framework,n.,2968
ongoing,adj./n.,2970
psychology,n.,2972
counselor,n.,2973
divorce,n./v.,2978
slight,n./adj./v.,2982
shade,n./v.,2984
tail,n./adj./v.,2985
sustain,v.,2986
obligation,n.,2988
angle,n./v.,2989
custom,n./adj.,2993
soup,n./v.,2997
efficient,adj.,2998
composition,n.,3000
satisfy,v.,3001
pile,n./v.,3003
carbon,n.,3004
consume,v.,3006
scheme,n./v.,3007
crack,n./v./adj./adv.,3008
tobacco,n.,3010
survivor,n.,3011
besides,prep./adv.,3012
psychologist,n.,3014
galaxy,n.,3016
limitation,n.,3019
trace,n./v.,3020
appointment,n.,3021
preference,n.,3022
incredible,adj.,3026
admission,n.,3031
infant,n./adj.,3037
calculate,v.,3039
tendency,n.,3040
rid,v.,3041
uniform,n./adj.,3043
scholarship,n.,3044
formation,n.,3045
efficiency,n.,3047
qualify,v.,3049
mall,n.,3050
derive,v.,3051
scandal,n.,3052
helpful,adj.,3054
heel,n./v.,3056
resemble,v.,3058
fabric,n.,3059
proportion,n./v.,3063
rifle,n./v.,3065
conviction,n.,3066
maintenance,n.,3067
trick,n./v./adj.,3068
organic,adj.,3070
strengthen,v.,3074
myth,n.,3076
sophisticated,adj.,3077
standing,n./adj.,3080
barrel,n./v.,3084
menu,n.,3086
ratio,n.,3088
controversial,adj.,3090
desperate,adj.,3091
sufficient,adj.,3099
modest,adj.,3101
delay,n./v.,3105
explode,v.,3106
scope,n.,3107
stroke,n./v.,3108
handful,n.,3109
curious,adj.,3112
horizon,n.,3113
prompt,n./adj./v./adv.,3114
downtown,n./adj./adv.,3116
flavor,n./v.,3118
absorb,v.,3120
adjustment,n.,3121
eager,adj.,3123
principal,n./adj.,3124
motivation,n.,3126
restriction,n.,3127
assignment,n.,3128
laboratory,n.,3132
cotton,n./v.,3136
sue,v.,3137
overlook,v./n.,3139
float,n./v.,3140
undergo,v.,3141
demonstration,n.,3142
sequence,n./v.,3143
consumption,n.,3146
assert,v.,3147
blade,n.,3148
temporary,adj./n.,3150
cabin,n./v.,3152
bite,n./v.,3153
pitch,n./v.,3157
pine,n./v.,3158
chef,n.,3164
absolute,adj./n.,3165
discrimination,n.,3167
offensive,adj.,3168
boom,n./v.,3171
appoint,v.,3172
register,n./v.,3173
dominant,adj.,3174
heritage,n.,3175
wander,v.,3183
submit,v.,3184
naked,adj.,3185
economics,n.,3186
anticipate,v.,3187
legacy,n.,3189
extension,n./adj.,3190
battery,n.,3193
orientation,n.,3196
inflation,n.,3197
cope,v./n.,3198
flame,n./v.,3199
cluster,n./v.,3200
dependent,n./adj.,3201
shower,n./v.,3204
depict,v.,3205
operator,n.,3210
collapse,n./v.,3212
comedy,n.,3216
sanction,n./v.,3217
civilian,n./adj.,3219
habitat,n.,3221
grain,n./v.,3222
consciousness,n.,3224
devote,v.,3225
province,n.,3228
seize,v.,3230
ethics,n.,3231
permission,n.,3233
summit,n./adj.,3235
gifted,adj.,3237
acid,n./adj.,3238
odds,n.,3239
frustration,n.,3240
medium,n./adj.,3241
shore,n./v.,3244
distinguish,v.,3246
lung,n.,3247
discourse,n./v.,3253
distinct,adj.,3254
impressive,adj.,3258
powder,n./v.,3260
portray,v.,3263
moderate,adj./v.,3264
persuade,v.,3265
subsequent,adj.,3267
frequent,adj./v.,3272
ban,n./v.,3273
admire,v.,3277
pet,n./adj./v.,3278
miracle,n.,3279
rhythm,n.,3280
exceed,v.,3281
widespread,adj.,3282
sin,n./v.,3285
acre,n.,3286
charity,n.,3287
identification,n.,3289
transformation,n.,3290
venture,n./v.,3294
invasion,n.,3295
adequate,adj.,3297
nonetheless,conj./adv.,3298
exhibit,n./v.,3303
blanket,n./v./adj.,3306
margin,n./v.,3308
rope,n./v.,3309
concrete,n./adj./v.,3310
prescription,n.,3311
recruit,n./v.,3314
brick,n./adj./v.,3315
patch,n./v.,3316
consensus,n.,3317
horror,n.,3318
recording,adj./n.,3319
colonial,adj.,3321
sake,n.,3325
defeat,n./v.,3326
gaze,n./v.,3327
reinforce,v./n.,3329
clue,n./v.,3331
slice,n./v.,3333
occupation,n.,3334
confusion,n.,3335
sacred,adj.,3338
formula,n.,3340
exact,adj./v.,3341
collective,adj.,3342
cognitive,adj.,3344
attribute,n./v.,3346
sigh,n./v.,3349
gallery,n.,3354
tunnel,n./v.,3355
fitness,n.,3357
toe,n./v.,3360
container,n.,3361
virtue,n.,3362
abroad,adv./adj.,3363
dramatically,adv.,3364
architect,n.,3365
makeup,n.,3366
inquiry,n.,3367
highlight,n./v.,3369
decrease,n./v.,3370
rail,n./v.,3373
alliance,n.,3376
hypothesis,n.,3377
compose,v.,3379
legend,n.,3383
regulate,v.,3384
shine,n./v.,3385
adolescent,adj./n.,3386
norm,n.,3387
upset,adj./v.,3388
remark,n./v.,3389
reward,n./v.,3392
gentle,adj.,3393
concerning,prep.,3395
counseling,n.,3399
receiver,n.,3401
